"relative_folder","semantic_display_path","semantic_axis_values","product_signal_terms","likely_colour_folder","parent_folder","top_namespace","second_namespace","third_namespace","folder_depth","direct_image_count","image_files","full_folder_path"
"Women/NKD/Tops/Sports_Bra/Cut/Core_Bra/Vanilla","Women | NKD | Tops | Sports_Bra | Cut=Core_Bra > Vanilla","Cut=Core_Bra > Vanilla","Women | NKD | Tops | Sports_Bra","Vanilla","Core_Bra","Women","NKD","Tops","7","2","01.webp | 02.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Core_Bra\Vanilla"
"Women/NKD/Tops/Sports_Bra/Cut/Crop_Top/White","Women | NKD | Tops | Sports_Bra | Cut=Crop_Top > White","Cut=Crop_Top > White","Women | NKD | Tops | Sports_Bra","White","Crop_Top","Women","NKD","Tops","7","5","01.webp | 02.webp | 03.jpg | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Crop_Top\White"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Scrunch/Bra/Espresso","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Scrunch > Bra > Espresso","Cut=Halter | Construction=Scrunch > Bra > Espresso","Women | NKD | Tops | Sports_Bra","Espresso","Bra","Women","NKD","Tops","10","7","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Scrunch\Bra\Espresso"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Scrunch/Bra/Khaki","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Scrunch > Bra > Khaki","Cut=Halter | Construction=Scrunch > Bra > Khaki","Women | NKD | Tops | Sports_Bra","Khaki","Bra","Women","NKD","Tops","10","8","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp | 08.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Scrunch\Bra\Khaki"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Scrunch/Bra/Limoncello","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Scrunch > Bra > Limoncello","Cut=Halter | Construction=Scrunch > Bra > Limoncello","Women | NKD | Tops | Sports_Bra","Limoncello","Bra","Women","NKD","Tops","10","7","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Scrunch\Bra\Limoncello"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Scrunch/Bra/Pink_Sugar","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Scrunch > Bra > Pink_Sugar","Cut=Halter | Construction=Scrunch > Bra > Pink_Sugar","Women | NKD | Tops | Sports_Bra","Pink_Sugar","Bra","Women","NKD","Tops","10","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Scrunch\Bra\Pink_Sugar"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Scrunch/Bra/Vanilla","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Scrunch > Bra > Vanilla","Cut=Halter | Construction=Scrunch > Bra > Vanilla","Women | NKD | Tops | Sports_Bra","Vanilla","Bra","Women","NKD","Tops","10","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Scrunch\Bra\Vanilla"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Scrunch/Tank/Shelf_Bra/Black","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Scrunch > Tank > Shelf_Bra > Black","Cut=Halter | Construction=Scrunch > Tank > Shelf_Bra > Black","Women | NKD | Tops | Sports_Bra","Black","Shelf_Bra","Women","NKD","Tops","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Scrunch\Tank\Shelf_Bra\Black"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Scrunch/Tank/Shelf_Bra/Espresso","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Scrunch > Tank > Shelf_Bra > Espresso","Cut=Halter | Construction=Scrunch > Tank > Shelf_Bra > Espresso","Women | NKD | Tops | Sports_Bra","Espresso","Shelf_Bra","Women","NKD","Tops","11","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Scrunch\Tank\Shelf_Bra\Espresso"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Scrunch/Tank/Shelf_Bra/Khaki","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Scrunch > Tank > Shelf_Bra > Khaki","Cut=Halter | Construction=Scrunch > Tank > Shelf_Bra > Khaki","Women | NKD | Tops | Sports_Bra","Khaki","Shelf_Bra","Women","NKD","Tops","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Scrunch\Tank\Shelf_Bra\Khaki"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Tank/Cross-Over/White","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Tank > Cross-Over > White","Cut=Halter | Construction=Tank > Cross-Over > White","Women | NKD | Tops | Sports_Bra","White","Cross-Over","Women","NKD","Tops","10","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Tank\Cross-Over\White"
"Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Tank/White","Women | NKD | Tops | Sports_Bra | Cut=Halter | Construction=Tank > White","Cut=Halter | Construction=Tank > White","Women | NKD | Tops | Sports_Bra","White","Tank","Women","NKD","Tops","9","6","01.webp | 02x.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Halter\Construction\Tank\White"
"Women/NKD/Tops/Sports_Bra/Cut/Keyhole/Black","Women | NKD | Tops | Sports_Bra | Cut=Keyhole > Black","Cut=Keyhole > Black","Women | NKD | Tops | Sports_Bra","Black","Keyhole","Women","NKD","Tops","7","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Keyhole\Black"
"Women/NKD/Tops/Sports_Bra/Cut/Knot/Dusty_Pink","Women | NKD | Tops | Sports_Bra | Cut=Knot > Dusty_Pink","Cut=Knot > Dusty_Pink","Women | NKD | Tops | Sports_Bra","Dusty_Pink","Knot","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Knot\Dusty_Pink"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Blue","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Blue","Cut=Light_Support > Embody > Blue","Women | NKD | Tops | Sports_Bra","Blue","Embody","Women","NKD","Tops","8","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Blue"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Bone","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Bone","Cut=Light_Support > Embody > Bone","Women | NKD | Tops | Sports_Bra","Bone","Embody","Women","NKD","Tops","8","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Bone"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Chocolate","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Chocolate","Cut=Light_Support > Embody > Chocolate","Women | NKD | Tops | Sports_Bra","Chocolate","Embody","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Chocolate"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Desert_Sage","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Desert_Sage","Cut=Light_Support > Embody > Desert_Sage","Women | NKD | Tops | Sports_Bra","Desert_Sage","Embody","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Desert_Sage"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Dusty_Pink","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Dusty_Pink","Cut=Light_Support > Embody > Dusty_Pink","Women | NKD | Tops | Sports_Bra","Dusty_Pink","Embody","Women","NKD","Tops","8","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Dusty_Pink"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Fuchsia","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Fuchsia","Cut=Light_Support > Embody > Fuchsia","Women | NKD | Tops | Sports_Bra","Fuchsia","Embody","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Fuchsia"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Lemon","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Lemon","Cut=Light_Support > Embody > Lemon","Women | NKD | Tops | Sports_Bra","Lemon","Embody","Women","NKD","Tops","8","8","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp | 08.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Lemon"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Mocha","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Mocha","Cut=Light_Support > Embody > Mocha","Women | NKD | Tops | Sports_Bra","Mocha","Embody","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Mocha"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Navy","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Navy","Cut=Light_Support > Embody > Navy","Women | NKD | Tops | Sports_Bra","Navy","Embody","Women","NKD","Tops","8","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Navy"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Neon_Salmon","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Neon_Salmon","Cut=Light_Support > Embody > Neon_Salmon","Women | NKD | Tops | Sports_Bra","Neon_Salmon","Embody","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Neon_Salmon"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Pink","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Pink","Cut=Light_Support > Embody > Pink","Women | NKD | Tops | Sports_Bra","Pink","Embody","Women","NKD","Tops","8","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Pink"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Plum","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Plum","Cut=Light_Support > Embody > Plum","Women | NKD | Tops | Sports_Bra","Plum","Embody","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Plum"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Sage","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Sage","Cut=Light_Support > Embody > Sage","Women | NKD | Tops | Sports_Bra","Sage","Embody","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Sage"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Steel_Gray","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Steel_Gray","Cut=Light_Support > Embody > Steel_Gray","Women | NKD | Tops | Sports_Bra","Steel_Gray","Embody","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Steel_Gray"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Watermelon","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > Watermelon","Cut=Light_Support > Embody > Watermelon","Women | NKD | Tops | Sports_Bra","Watermelon","Embody","Women","NKD","Tops","8","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\Watermelon"
"Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/White","Women | NKD | Tops | Sports_Bra | Cut=Light_Support > Embody > White","Cut=Light_Support > Embody > White","Women | NKD | Tops | Sports_Bra","White","Embody","Women","NKD","Tops","8","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Light_Support\Embody\White"
"Women/NKD/Tops/Sports_Bra/Cut/Low_Support/Staples/Black","Women | NKD | Tops | Sports_Bra | Cut=Low_Support > Staples > Black","Cut=Low_Support > Staples > Black","Women | NKD | Tops | Sports_Bra","Black","Staples","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Low_Support\Staples\Black"
"Women/NKD/Tops/Sports_Bra/Cut/One_Shoulder/Black","Women | NKD | Tops | Sports_Bra | Cut=One_Shoulder > Black","Cut=One_Shoulder > Black","Women | NKD | Tops | Sports_Bra","Black","One_Shoulder","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\One_Shoulder\Black"
"Women/NKD/Tops/Sports_Bra/Cut/One_Shoulder/Dusty_Pink","Women | NKD | Tops | Sports_Bra | Cut=One_Shoulder > Dusty_Pink","Cut=One_Shoulder > Dusty_Pink","Women | NKD | Tops | Sports_Bra","Dusty_Pink","One_Shoulder","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\One_Shoulder\Dusty_Pink"
"Women/NKD/Tops/Sports_Bra/Cut/Square_Neck/Black","Women | NKD | Tops | Sports_Bra | Cut=Square_Neck > Black","Cut=Square_Neck > Black","Women | NKD | Tops | Sports_Bra","Black","Square_Neck","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Square_Neck\Black"
"Women/NKD/Tops/Sports_Bra/Cut/Square_Neck/Pink_Sugar","Women | NKD | Tops | Sports_Bra | Cut=Square_Neck > Pink_Sugar","Cut=Square_Neck > Pink_Sugar","Women | NKD | Tops | Sports_Bra","Pink_Sugar","Square_Neck","Women","NKD","Tops","7","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Square_Neck\Pink_Sugar"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Alpine","Women | NKD | Tops | Sports_Bra | Cut=Twist > Alpine","Cut=Twist > Alpine","Women | NKD | Tops | Sports_Bra","Alpine","Twist","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Alpine"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Black","Women | NKD | Tops | Sports_Bra | Cut=Twist > Black","Cut=Twist > Black","Women | NKD | Tops | Sports_Bra","Black","Twist","Women","NKD","Tops","7","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Black"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Cool_Mint","Women | NKD | Tops | Sports_Bra | Cut=Twist > Cool_Mint","Cut=Twist > Cool_Mint","Women | NKD | Tops | Sports_Bra","Cool_Mint","Twist","Women","NKD","Tops","7","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Cool_Mint"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Cucumber","Women | NKD | Tops | Sports_Bra | Cut=Twist > Cucumber","Cut=Twist > Cucumber","Women | NKD | Tops | Sports_Bra","Cucumber","Twist","Women","NKD","Tops","7","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Cucumber"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Espresso","Women | NKD | Tops | Sports_Bra | Cut=Twist > Espresso","Cut=Twist > Espresso","Women | NKD | Tops | Sports_Bra","Espresso","Twist","Women","NKD","Tops","7","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Espresso"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Fairy_Floss","Women | NKD | Tops | Sports_Bra | Cut=Twist > Fairy_Floss","Cut=Twist > Fairy_Floss","Women | NKD | Tops | Sports_Bra","Fairy_Floss","Twist","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Fairy_Floss"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Graphite","Women | NKD | Tops | Sports_Bra | Cut=Twist > Graphite","Cut=Twist > Graphite","Women | NKD | Tops | Sports_Bra","Graphite","Twist","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Graphite"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Lemon_Lime","Women | NKD | Tops | Sports_Bra | Cut=Twist > Lemon_Lime","Cut=Twist > Lemon_Lime","Women | NKD | Tops | Sports_Bra","Lemon_Lime","Twist","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Lemon_Lime"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Marl/Coral","Women | NKD | Tops | Sports_Bra | Cut=Twist > Marl > Coral","Cut=Twist > Marl > Coral","Women | NKD | Tops | Sports_Bra","Coral","Marl","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Marl\Coral"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Sky_Blue","Women | NKD | Tops | Sports_Bra | Cut=Twist > Sky_Blue","Cut=Twist > Sky_Blue","Women | NKD | Tops | Sports_Bra","Sky_Blue","Twist","Women","NKD","Tops","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Sky_Blue"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Stonewash/Black","Women | NKD | Tops | Sports_Bra | Cut=Twist > Stonewash > Black","Cut=Twist > Stonewash > Black","Women | NKD | Tops | Sports_Bra","Black","Stonewash","Women","NKD","Tops","8","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Stonewash\Black"
"Women/NKD/Tops/Sports_Bra/Cut/Twist/Stonewash/Boysenberry","Women | NKD | Tops | Sports_Bra | Cut=Twist > Stonewash > Boysenberry","Cut=Twist > Stonewash > Boysenberry","Women | NKD | Tops | Sports_Bra","Boysenberry","Stonewash","Women","NKD","Tops","8","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\NKD\Tops\Sports_Bra\Cut\Twist\Stonewash\Boysenberry"
